item_id,category_id,semantic_category,broad_categories
209344845,36,bags,accessories
192980958,37,bags,accessories
188979001,46,shoes,shoes
212018475,318,bags,accessories
209165909,318,bags,accessories
167699013,37,bags,accessories
204636208,46,shoes,shoes
178691967,46,shoes,shoes
178147519,37,bags,accessories
185050317,38,bags,accessories
104558802,48,shoes,shoes
196065318,49,shoes,shoes
71696409,38,bags,accessories
212665795,48,shoes,shoes
206149081,37,bags,accessories
32899693,37,bags,accessories
125470545,37,bags,accessories
178971643,37,bags,accessories
124491253,37,bags,accessories
187801651,37,bags,accessories
181638675,37,bags,accessories
193235078,259,bags,accessories
202271579,38,bags,accessories
195326300,261,shoes,shoes
206998193,38,bags,accessories
157160447,37,bags,accessories
167901765,37,bags,accessories
138228517,318,bags,accessories
202871702,37,bags,accessories
199060582,37,bags,accessories
173576099,318,bags,accessories
17441619,318,bags,accessories
205556818,36,bags,accessories
207959061,37,bags,accessories
130514049,36,bags,accessories
208671853,37,bags,accessories
210843952,37,bags,accessories
141871311,43,shoes,shoes
191506306,318,bags,accessories
205247571,318,bags,accessories
110852822,318,bags,accessories
191692370,38,bags,accessories
131866498,38,bags,accessories
213108820,37,bags,accessories
173003500,318,bags,accessories
64506459,318,bags,accessories
209487860,38,bags,accessories
185730069,318,bags,accessories
146889992,318,bags,accessories
178227865,261,shoes,shoes
206148683,37,bags,accessories
194437388,37,bags,accessories
200475080,37,bags,accessories
114557714,36,bags,accessories
205246983,36,bags,accessories
188042847,37,bags,accessories
124327544,38,bags,accessories
194654581,49,shoes,shoes
175714395,39,bags,accessories
175178843,259,bags,accessories
32618433,38,bags,accessories
197051623,37,bags,accessories
194525175,36,bags,accessories
129898961,37,bags,accessories
131266730,259,bags,accessories
200926028,37,bags,accessories
206990512,36,bags,accessories
168653778,37,bags,accessories
183517145,37,bags,accessories
161512104,37,bags,accessories
204633514,38,bags,accessories
100315951,37,bags,accessories
213443534,43,shoes,shoes
149969009,38,bags,accessories
142386427,266,shoes,shoes
208583392,37,bags,accessories
193788051,35,bags,accessories
207912011,318,bags,accessories
201402575,40,bags,accessories
174722831,318,bags,accessories
209226638,258,bags,accessories
133130114,318,bags,accessories
193722156,38,bags,accessories
171904580,37,bags,accessories
207115151,37,bags,accessories
104135523,37,bags,accessories
140672918,37,bags,accessories
193588784,318,bags,accessories
153838822,258,bags,accessories
210178508,39,bags,accessories
196534255,37,bags,accessories
159268275,37,bags,accessories
205897421,43,shoes,shoes
169524510,37,bags,accessories
175805948,36,bags,accessories
42967407,304,sunglasses,accessories
158694654,37,bags,accessories
184080861,318,bags,accessories
116665226,259,bags,accessories
47169462,36,bags,accessories
141827154,36,bags,accessories
200521385,38,bags,accessories
195252302,36,bags,accessories
69668246,38,bags,accessories
175842428,318,bags,accessories
129211912,37,bags,accessories
157179810,36,bags,accessories
201141028,40,bags,accessories
194782810,36,bags,accessories
200371563,36,bags,accessories
173228830,37,bags,accessories
195574340,37,bags,accessories
98748510,261,shoes,shoes
197642559,37,bags,accessories
159343030,49,shoes,shoes
153313278,37,bags,accessories
195328168,318,bags,accessories
214707904,37,bags,accessories
125919222,37,bags,accessories
181469956,318,bags,accessories
206264632,37,bags,accessories
190307321,37,bags,accessories
209172977,37,bags,accessories
188918697,37,bags,accessories
189816530,42,shoes,shoes
111184822,38,bags,accessories
119726732,49,shoes,shoes
171248613,37,bags,accessories
139280581,41,shoes,shoes
208559472,37,bags,accessories
171495672,36,bags,accessories
174533969,318,bags,accessories
158199858,38,bags,accessories
195182205,37,bags,accessories
154339464,38,bags,accessories
190156051,38,bags,accessories
150005558,38,bags,accessories
207765664,37,bags,accessories
71331100,38,bags,accessories
193676602,11,tops,tops
171186267,36,bags,accessories
122456662,36,bags,accessories
206862983,37,bags,accessories
183920541,35,bags,accessories
210446134,37,bags,accessories
203697975,37,bags,accessories
143313065,41,shoes,shoes
195996189,37,bags,accessories
193779306,318,bags,accessories
197523665,38,bags,accessories
207100206,46,shoes,shoes
211454407,38,bags,accessories
203868222,37,bags,accessories
157254489,37,bags,accessories
127110357,37,bags,accessories
190321125,36,bags,accessories
201272319,37,bags,accessories
169482478,64,jewellery,accessories
161452595,37,bags,accessories
157921498,37,bags,accessories
177779432,38,bags,accessories
211686571,37,bags,accessories
170130298,38,bags,accessories
189975156,37,bags,accessories
123199053,38,bags,accessories
181104646,259,bags,accessories
95497896,318,bags,accessories
148421344,318,bags,accessories
194439020,36,bags,accessories
212667873,47,shoes,shoes
130190832,38,bags,accessories
212995560,36,bags,accessories
144587480,36,bags,accessories
205857544,46,shoes,shoes
139126070,47,shoes,shoes
201824722,43,shoes,shoes
212291103,48,shoes,shoes
208884312,37,bags,accessories
210454989,36,bags,accessories
145981538,38,bags,accessories
209034958,37,bags,accessories
160552941,37,bags,accessories
171793812,41,shoes,shoes
120217102,35,bags,accessories
180953004,38,bags,accessories
76849663,318,bags,accessories
171190764,37,bags,accessories
203491108,37,bags,accessories
191479875,37,bags,accessories
175606844,46,shoes,shoes
215633847,318,bags,accessories
206268959,318,bags,accessories
207687420,38,bags,accessories
213160874,37,bags,accessories
181169358,37,bags,accessories
175362640,259,bags,accessories
202243815,37,bags,accessories
202373684,36,bags,accessories
145349794,37,bags,accessories
36621623,38,bags,accessories
208974303,46,shoes,shoes
194776238,261,shoes,shoes
192313498,36,bags,accessories
185963246,37,bags,accessories
194912329,40,bags,accessories
103005464,38,bags,accessories
187398800,46,shoes,shoes
207622734,318,bags,accessories
199554600,36,bags,accessories
191128698,259,bags,accessories
202028217,318,bags,accessories
208137352,37,bags,accessories
207198101,36,bags,accessories
173273767,37,bags,accessories
193820676,38,bags,accessories
186189873,318,bags,accessories
210500077,259,bags,accessories
194004596,42,shoes,shoes
194812623,43,shoes,shoes
174201457,38,bags,accessories
212736977,46,shoes,shoes
133913595,259,bags,accessories
198115300,318,bags,accessories
126834021,39,bags,accessories
163839190,38,bags,accessories
187167240,62,jewellery,accessories
207479306,36,bags,accessories
201396863,49,shoes,shoes
180411256,43,shoes,shoes
60565466,36,bags,accessories
171061192,47,shoes,shoes
94826071,318,bags,accessories
205645402,38,bags,accessories
197731700,38,bags,accessories
186807159,37,bags,accessories
202697291,38,bags,accessories
178998951,36,bags,accessories
140114681,36,bags,accessories
178043055,36,bags,accessories
59820376,258,bags,accessories
203911083,37,bags,accessories
209275716,40,bags,accessories
172936069,36,bags,accessories
188170153,259,bags,accessories
155351571,259,bags,accessories
148600150,38,bags,accessories
201708958,36,bags,accessories
131025633,46,shoes,shoes
207374861,37,bags,accessories
123814966,40,bags,accessories
83563485,37,bags,accessories
201898246,318,bags,accessories
102895323,40,bags,accessories
181341539,38,bags,accessories
194043278,259,bags,accessories
173075536,38,bags,accessories
203735412,36,bags,accessories
202465015,46,shoes,shoes
208380206,37,bags,accessories
152171161,38,bags,accessories
197688963,58,accessories,accessories
209349633,46,shoes,shoes
209348236,37,bags,accessories
124860020,36,bags,accessories
178398977,37,bags,accessories
186143464,318,bags,accessories
212132599,259,bags,accessories
192522899,62,jewellery,accessories
166443123,37,bags,accessories
153204154,35,bags,accessories
196569551,38,bags,accessories
199999144,37,bags,accessories
172534254,259,bags,accessories
146556470,318,bags,accessories
203882021,318,bags,accessories
205426425,40,bags,accessories
179447198,38,bags,accessories
213288842,258,bags,accessories
173585249,38,bags,accessories
33299981,4,all-body,tops
195410265,37,bags,accessories
196263796,37,bags,accessories
208038978,39,bags,accessories
200287621,259,bags,accessories
193678474,36,bags,accessories
169269289,318,bags,accessories
131346710,38,bags,accessories
194294464,38,bags,accessories
76399006,37,bags,accessories
188029964,37,bags,accessories
179215273,49,shoes,shoes
186830338,261,shoes,shoes
213126999,46,shoes,shoes
196507510,38,bags,accessories
201215905,318,bags,accessories
61391899,37,bags,accessories
41250731,318,bags,accessories
194787138,268,shoes,shoes
195526679,11,tops,tops
156628758,37,bags,accessories
189605613,42,shoes,shoes
207597252,318,bags,accessories
195301933,38,bags,accessories
208750427,36,bags,accessories
203317475,36,bags,accessories
187723250,37,bags,accessories
129600020,37,bags,accessories
184457026,38,bags,accessories
208099867,318,bags,accessories
192468068,38,bags,accessories
153775846,36,bags,accessories
197972961,259,bags,accessories
210265119,36,bags,accessories
207082686,55,hats,hats
209109987,39,bags,accessories
207600068,36,bags,accessories
159244470,36,bags,accessories
192454398,40,bags,accessories
145275994,259,bags,accessories
143309943,37,bags,accessories
187416739,37,bags,accessories
206003134,38,bags,accessories
180095819,43,shoes,shoes
179319323,37,bags,accessories
181369479,37,bags,accessories
212796334,37,bags,accessories
179169116,318,bags,accessories
167675489,38,bags,accessories
19270528,37,bags,accessories
171752334,38,bags,accessories
203571111,36,bags,accessories
186719839,38,bags,accessories
126263146,36,bags,accessories
191422682,266,shoes,shoes
181862253,38,bags,accessories
123236154,259,bags,accessories
215328011,318,bags,accessories
197641375,318,bags,accessories
207416027,318,bags,accessories
82259205,41,shoes,shoes
121038154,259,bags,accessories
162889500,259,bags,accessories
113099609,46,shoes,shoes
132532465,37,bags,accessories
96215919,261,shoes,shoes
207484019,318,bags,accessories
207407474,37,bags,accessories
140254529,37,bags,accessories
178727633,36,bags,accessories
202758705,37,bags,accessories
183054726,37,bags,accessories
153792995,36,bags,accessories
206276982,258,bags,accessories
133032861,37,bags,accessories
200796781,37,bags,accessories
135606813,318,bags,accessories
173304858,38,bags,accessories
203160150,37,bags,accessories
188948528,38,bags,accessories
183367347,261,shoes,shoes
192582051,37,bags,accessories
207150674,37,bags,accessories
181628938,318,bags,accessories
179246537,318,bags,accessories
78328860,37,bags,accessories
185206861,38,bags,accessories
96336180,41,shoes,shoes
201017666,43,shoes,shoes
157944980,318,bags,accessories
189745587,318,bags,accessories
187954010,37,bags,accessories
127200719,36,bags,accessories
146390529,38,bags,accessories
200665523,37,bags,accessories
181706812,37,bags,accessories
80627012,38,bags,accessories
145535625,47,shoes,shoes
195268791,36,bags,accessories
41642861,43,shoes,shoes
148684267,37,bags,accessories
181134521,318,bags,accessories
98314945,43,shoes,shoes
40417458,4461,bags,accessories
188005609,38,bags,accessories
206925334,38,bags,accessories
137339210,318,bags,accessories
170057226,36,bags,accessories
206670942,37,bags,accessories
197908265,37,bags,accessories
211045671,37,bags,accessories
201886824,37,bags,accessories
180656106,37,bags,accessories
37943440,43,shoes,shoes
206901912,259,bags,accessories
96549387,38,bags,accessories
45453283,38,bags,accessories
194716138,37,bags,accessories
139438841,318,bags,accessories
172681798,38,bags,accessories
138373629,35,bags,accessories
210487964,37,bags,accessories
191157174,318,bags,accessories
199748552,36,bags,accessories
209050495,37,bags,accessories
194859879,39,bags,accessories
129573574,259,bags,accessories
184507749,318,bags,accessories
173787179,38,bags,accessories
159473751,37,bags,accessories
181833481,318,bags,accessories
204242192,37,bags,accessories
126202082,259,bags,accessories
207315114,37,bags,accessories
154082992,37,bags,accessories
209691511,38,bags,accessories
179840353,38,bags,accessories
190536225,37,bags,accessories
191772509,252,tops,tops
200470352,36,bags,accessories
124448776,37,bags,accessories
170334552,318,bags,accessories
214252908,36,bags,accessories
124394242,37,bags,accessories
183234281,37,bags,accessories
107656548,318,bags,accessories
149214198,37,bags,accessories
124505984,37,bags,accessories
182367366,36,bags,accessories
167247834,318,bags,accessories
166874302,318,bags,accessories
93280863,38,bags,accessories
214428075,318,bags,accessories
169024980,36,bags,accessories
193544275,38,bags,accessories
128982682,36,bags,accessories
208881210,39,bags,accessories
191048358,42,shoes,shoes
214450769,38,bags,accessories
151451365,38,bags,accessories
209083529,46,shoes,shoes
124677660,318,bags,accessories
189366038,37,bags,accessories
213364807,35,bags,accessories
135520562,318,bags,accessories
208575003,40,bags,accessories
136696520,40,bags,accessories
171265468,37,bags,accessories
167897167,48,shoes,shoes
167357443,318,bags,accessories
123814298,38,bags,accessories
209222991,37,bags,accessories
204944259,41,shoes,shoes
211179238,62,jewellery,accessories
159569727,37,bags,accessories
166513364,37,bags,accessories
200957030,62,jewellery,accessories
167161510,46,shoes,shoes
208406219,36,bags,accessories
152529732,37,bags,accessories
208583383,38,bags,accessories
195704022,38,bags,accessories
42224175,36,bags,accessories
203165848,37,bags,accessories
202165176,37,bags,accessories
206594353,258,bags,accessories
125918645,37,bags,accessories
182663092,39,bags,accessories
131200008,36,bags,accessories
204902753,49,shoes,shoes
160155447,318,bags,accessories
160567287,38,bags,accessories
198006642,37,bags,accessories
180870309,259,bags,accessories
133555476,259,bags,accessories
203147452,36,bags,accessories
84652732,318,bags,accessories
161421012,38,bags,accessories
138890908,37,bags,accessories
131426779,38,bags,accessories
182793754,318,bags,accessories
98121181,38,bags,accessories
130281434,48,shoes,shoes
194981305,318,bags,accessories
201435469,318,bags,accessories
144520875,37,bags,accessories
179530072,38,bags,accessories
200917569,38,bags,accessories
201124386,36,bags,accessories
213263954,35,bags,accessories
212582948,38,bags,accessories
152935046,37,bags,accessories
44084790,40,bags,accessories
167728524,37,bags,accessories
211657895,259,bags,accessories
170643839,318,bags,accessories
199263022,37,bags,accessories
212408767,37,bags,accessories
148200605,37,bags,accessories
197920938,37,bags,accessories
141753430,46,shoes,shoes
95863652,318,bags,accessories
177032799,37,bags,accessories
155775584,37,bags,accessories
164700448,36,bags,accessories
190825417,37,bags,accessories
112225083,36,bags,accessories
170324311,49,shoes,shoes
126866410,37,bags,accessories
209340786,318,bags,accessories
179878245,259,bags,accessories
95697798,268,shoes,shoes
61556805,36,bags,accessories
183190200,38,bags,accessories
206277256,36,bags,accessories
38569313,40,bags,accessories
83106398,318,bags,accessories
208565794,37,bags,accessories
179422566,37,bags,accessories
199996633,38,bags,accessories
119090090,37,bags,accessories
132567863,267,shoes,shoes
150865994,43,shoes,shoes
204976415,259,bags,accessories
160052152,37,bags,accessories
173885261,38,bags,accessories
186064253,37,bags,accessories
172400646,41,shoes,shoes
187888730,318,bags,accessories
185060838,259,bags,accessories
167413248,36,bags,accessories
193531676,37,bags,accessories
180087012,37,bags,accessories
148423184,37,bags,accessories
185302930,38,bags,accessories
180096110,46,shoes,shoes
177687755,36,bags,accessories
214974233,261,shoes,shoes
172175676,259,bags,accessories
170271021,36,bags,accessories
205967135,46,shoes,shoes
206870986,259,bags,accessories
213747167,48,shoes,shoes
193809396,38,bags,accessories
133685620,37,bags,accessories
92452597,42,shoes,shoes
156552369,38,bags,accessories
189464676,265,shoes,shoes
153563666,37,bags,accessories
78848211,38,bags,accessories
199924724,37,bags,accessories
204646253,259,bags,accessories
212879856,40,bags,accessories
192668731,37,bags,accessories
177490013,49,shoes,shoes
181283442,37,bags,accessories
209484319,38,bags,accessories
96530873,38,bags,accessories
136145162,38,bags,accessories
205612393,36,bags,accessories
144607806,37,bags,accessories
196723545,259,bags,accessories
201349418,38,bags,accessories
203634507,38,bags,accessories
211308664,47,shoes,shoes
183184279,261,shoes,shoes
165339724,36,bags,accessories
194162285,259,bags,accessories
183308246,36,bags,accessories
183737180,36,bags,accessories
214325132,43,shoes,shoes
190209855,37,bags,accessories
111185768,265,shoes,shoes
172932361,36,bags,accessories
134825778,104,tops,tops
174381199,49,shoes,shoes
187691135,259,bags,accessories
213378918,37,bags,accessories
131406477,36,bags,accessories
122823529,305,jewellery,accessories
192058811,318,bags,accessories
201492239,36,bags,accessories
62874487,37,bags,accessories
64757920,318,bags,accessories
210258086,37,bags,accessories
190379901,47,shoes,shoes
168101187,37,bags,accessories
179487768,36,bags,accessories
214367337,37,bags,accessories
125634772,36,bags,accessories
195215687,43,shoes,shoes
206957308,37,bags,accessories
153300803,37,bags,accessories
201540148,46,shoes,shoes
201607891,37,bags,accessories
201845718,37,bags,accessories
208861568,46,shoes,shoes
204282014,37,bags,accessories
115231103,318,bags,accessories
209668182,318,bags,accessories
114396219,36,bags,accessories
187959018,37,bags,accessories
208305731,318,bags,accessories
214922859,62,jewellery,accessories
182524519,259,bags,accessories
203484306,38,bags,accessories
157631830,38,bags,accessories
132945896,46,shoes,shoes
139803395,46,shoes,shoes
145487231,37,bags,accessories
203604927,37,bags,accessories
212245395,36,bags,accessories
151156141,37,bags,accessories
170950131,266,shoes,shoes
197896056,318,bags,accessories
3441348,318,bags,accessories
200412600,41,shoes,shoes
194429134,37,bags,accessories
119144792,37,bags,accessories
108099386,38,bags,accessories
212332342,37,bags,accessories
128246362,259,bags,accessories
159458291,37,bags,accessories
143331517,259,bags,accessories
212349728,37,bags,accessories
182084697,36,bags,accessories
202849087,38,bags,accessories
181064514,259,bags,accessories
191315415,37,bags,accessories
73648085,37,bags,accessories
204965421,38,bags,accessories
197200243,39,bags,accessories
193706952,36,bags,accessories
133040294,37,bags,accessories
207093030,36,bags,accessories
199540400,37,bags,accessories
206459082,38,bags,accessories
144313483,37,bags,accessories
183762840,37,bags,accessories
139104145,318,bags,accessories
94721819,38,bags,accessories
195626242,37,bags,accessories
160758010,37,bags,accessories
157063744,37,bags,accessories
203824329,36,bags,accessories
208114132,37,bags,accessories
198176323,38,bags,accessories
205524523,37,bags,accessories
200597081,318,bags,accessories
190897214,38,bags,accessories
193629108,318,bags,accessories
177410402,37,bags,accessories
192647813,37,bags,accessories
213864427,318,bags,accessories
212468403,41,shoes,shoes
11614632,62,jewellery,accessories
210611336,4461,bags,accessories
178904392,290,bags,accessories
179247166,46,shoes,shoes
164558499,38,bags,accessories
121327875,36,bags,accessories
192229364,37,bags,accessories
186046509,261,shoes,shoes
107524887,38,bags,accessories
63487000,318,bags,accessories
206778881,38,bags,accessories
188558942,259,bags,accessories
192739470,38,bags,accessories
179279357,37,bags,accessories
211993904,37,bags,accessories
205104028,318,bags,accessories
194950483,259,bags,accessories
64741607,318,bags,accessories
210168024,46,shoes,shoes
211506158,35,bags,accessories
200836684,37,bags,accessories
156137515,38,bags,accessories
200793888,41,shoes,shoes
190842953,318,bags,accessories
167954017,37,bags,accessories
138632496,4461,bags,accessories
123819732,43,shoes,shoes
128306293,37,bags,accessories
204789143,293,shoes,shoes
58753925,48,shoes,shoes
159491895,43,shoes,shoes
177977390,47,shoes,shoes
190469328,106,jewellery,accessories
182190386,259,bags,accessories
127143566,38,bags,accessories
186701074,37,bags,accessories
189574443,106,jewellery,accessories
204046935,38,bags,accessories
59667646,41,shoes,shoes
189290710,49,shoes,shoes
207717728,37,bags,accessories
189699119,40,bags,accessories
172147014,42,shoes,shoes
207698396,37,bags,accessories
180798527,38,bags,accessories
173981690,43,shoes,shoes
166578207,39,bags,accessories
177382526,48,shoes,shoes
148191052,36,bags,accessories
172210080,42,shoes,shoes
145606319,37,bags,accessories
214600531,46,shoes,shoes
209167642,37,bags,accessories
198897084,37,bags,accessories
211185613,297,shoes,shoes
169701868,318,bags,accessories
212074194,318,bags,accessories
205010004,318,bags,accessories
208827782,36,bags,accessories
144954683,38,bags,accessories
197727538,318,bags,accessories
148198509,36,bags,accessories
169251370,37,bags,accessories
190928601,259,bags,accessories
190226663,38,bags,accessories
193707464,37,bags,accessories
108420235,318,bags,accessories
169464349,37,bags,accessories
208579213,259,bags,accessories
188948586,37,bags,accessories
207666092,37,bags,accessories
199205373,318,bags,accessories
204498817,318,bags,accessories
161403662,41,shoes,shoes
200004363,46,shoes,shoes
196288491,42,shoes,shoes
211764443,37,bags,accessories
205597509,259,bags,accessories
108115802,41,shoes,shoes
203500467,36,bags,accessories
161503652,37,bags,accessories
81681654,46,shoes,shoes
206276936,37,bags,accessories
173531739,36,bags,accessories
195997085,259,bags,accessories
98121140,38,bags,accessories
160750248,43,shoes,shoes
207626012,36,bags,accessories
190984417,38,bags,accessories
204801902,36,bags,accessories
64143884,38,bags,accessories
61827594,37,bags,accessories
145101874,46,shoes,shoes
183655543,318,bags,accessories
173806042,36,bags,accessories
125642805,261,shoes,shoes
120601552,318,bags,accessories
172340002,40,bags,accessories
81857225,318,bags,accessories
147308392,37,bags,accessories
106355198,259,bags,accessories
178355854,37,bags,accessories
76815768,266,shoes,shoes
179680729,318,bags,accessories
206245976,49,shoes,shoes
209472243,37,bags,accessories
206466316,37,bags,accessories
162028148,37,bags,accessories
205444857,37,bags,accessories
163267597,39,bags,accessories
210087714,37,bags,accessories
202850016,35,bags,accessories
209888225,42,shoes,shoes
203584083,46,shoes,shoes
202227166,318,bags,accessories
153383629,318,bags,accessories
156874675,37,bags,accessories
173165811,38,bags,accessories
212896399,37,bags,accessories
177423524,259,bags,accessories
74845219,318,bags,accessories
193513120,37,bags,accessories
203213513,38,bags,accessories
193743915,62,jewellery,accessories
177961321,46,shoes,shoes
206787893,318,bags,accessories
204295860,40,bags,accessories
148821198,42,shoes,shoes
169092744,46,shoes,shoes
160605869,259,bags,accessories
114286800,258,bags,accessories
156972073,318,bags,accessories
205301147,38,bags,accessories
156443341,259,bags,accessories
75152047,38,bags,accessories
211060653,318,bags,accessories
213302087,38,bags,accessories
107313642,38,bags,accessories
143141613,37,bags,accessories
164037598,318,bags,accessories
202026738,41,shoes,shoes
171691162,38,bags,accessories
209554742,4517,tops,tops
167872966,62,jewellery,accessories
210852905,318,bags,accessories
206660054,318,bags,accessories
205343536,41,shoes,shoes
203157862,38,bags,accessories
182043408,37,bags,accessories
103615900,38,bags,accessories
209843866,39,bags,accessories
163811668,36,bags,accessories
159360047,46,shoes,shoes
65566681,37,bags,accessories
160180439,36,bags,accessories
157414916,318,bags,accessories
39778500,318,bags,accessories
179245514,318,bags,accessories
192022727,38,bags,accessories
209102814,37,bags,accessories
160325196,36,bags,accessories
193783907,39,bags,accessories
202572484,37,bags,accessories
149814616,259,bags,accessories
198601059,46,shoes,shoes
214560326,259,bags,accessories
181820439,259,bags,accessories
192866923,259,bags,accessories
174110611,36,bags,accessories
165331390,38,bags,accessories
207598911,38,bags,accessories
188404988,318,bags,accessories
186663975,62,jewellery,accessories
186471437,37,bags,accessories
158274817,49,shoes,shoes
183825452,36,bags,accessories
176672955,37,bags,accessories
202226916,318,bags,accessories
110513805,40,bags,accessories
180401015,38,bags,accessories
75003551,38,bags,accessories
204391487,36,bags,accessories
203112433,37,bags,accessories
200267009,36,bags,accessories
174453975,38,bags,accessories
175087974,39,bags,accessories
213037716,38,bags,accessories
194929487,37,bags,accessories
209608291,46,shoes,shoes
77072877,318,bags,accessories
28820654,318,bags,accessories
206086346,318,bags,accessories
197159771,37,bags,accessories
165687751,36,bags,accessories
204845945,40,bags,accessories
130802497,36,bags,accessories
203625262,37,bags,accessories
191523489,259,bags,accessories
151460360,259,bags,accessories
207782690,46,shoes,shoes
169958900,37,bags,accessories
125728985,36,bags,accessories
206214132,38,bags,accessories
185945038,41,shoes,shoes
136277367,318,bags,accessories
128619990,38,bags,accessories
153305163,37,bags,accessories
95415076,37,bags,accessories
166877557,40,bags,accessories
205195440,38,bags,accessories
183048155,318,bags,accessories
193933655,40,bags,accessories
190348039,50,shoes,shoes
174474546,38,bags,accessories
172877664,259,bags,accessories
212093943,39,bags,accessories
139936663,36,bags,accessories
180788157,261,shoes,shoes
149543139,36,bags,accessories
197225683,40,bags,accessories
186438032,38,bags,accessories
210274232,37,bags,accessories
189279155,37,bags,accessories
68356028,318,bags,accessories
174807544,46,shoes,shoes
194217200,35,bags,accessories
168147545,37,bags,accessories
173767068,46,shoes,shoes
158181741,36,bags,accessories
196324419,37,bags,accessories
146237605,38,bags,accessories
201367267,46,shoes,shoes
203217634,37,bags,accessories
74120872,318,bags,accessories
180880202,21,tops,tops
189012964,11,tops,tops
199462857,36,bags,accessories
115216447,266,shoes,shoes
212070023,46,shoes,shoes
206274742,46,shoes,shoes
187319535,36,bags,accessories
193152251,38,bags,accessories
139935847,49,shoes,shoes
206856561,38,bags,accessories
64710172,318,bags,accessories
214026381,37,bags,accessories
174064977,37,bags,accessories
155498842,64,jewellery,accessories
174357814,37,bags,accessories
190873269,36,bags,accessories
195838670,304,sunglasses,accessories
212247496,36,bags,accessories
60299786,37,bags,accessories
211224578,37,bags,accessories
208673850,318,bags,accessories
209032074,36,bags,accessories
203182099,38,bags,accessories
173038673,37,bags,accessories
181049592,37,bags,accessories
209058925,318,bags,accessories
204779992,37,bags,accessories
208835256,37,bags,accessories
190912435,37,bags,accessories
195729858,318,bags,accessories
190791564,37,bags,accessories
213057326,318,bags,accessories
187409276,38,bags,accessories
191096716,37,bags,accessories
145980622,259,bags,accessories
131887241,38,bags,accessories
148475755,37,bags,accessories
212781522,46,shoes,shoes
212093708,318,bags,accessories
130032024,318,bags,accessories
202514290,37,bags,accessories
186633823,37,bags,accessories
153906777,37,bags,accessories
99488668,41,shoes,shoes
208830213,37,bags,accessories
163497003,36,bags,accessories
172897148,318,bags,accessories
211538892,11,tops,tops
129374209,261,shoes,shoes
203667455,40,bags,accessories
133782219,37,bags,accessories
205711565,36,bags,accessories
176640158,40,bags,accessories
195207978,318,bags,accessories
75800306,38,bags,accessories
185802366,42,shoes,shoes
158114826,43,shoes,shoes
206006044,36,bags,accessories
155087227,259,bags,accessories
182360627,37,bags,accessories
204652014,318,bags,accessories
209394232,318,bags,accessories
172005794,40,bags,accessories
175721047,36,bags,accessories
204373487,37,bags,accessories
188110878,37,bags,accessories
207503174,46,shoes,shoes
174988262,35,bags,accessories
178263751,37,bags,accessories
150194285,318,bags,accessories
152205117,46,shoes,shoes
192964472,318,bags,accessories
202602700,37,bags,accessories
179099740,46,shoes,shoes
207719020,318,bags,accessories
210972757,37,bags,accessories
190291792,38,bags,accessories
202385458,49,shoes,shoes
185079217,37,bags,accessories
146332725,318,bags,accessories
202891436,38,bags,accessories
209687579,259,bags,accessories
193690110,318,bags,accessories
191102085,37,bags,accessories
189317776,259,bags,accessories
136469439,19,tops,tops
171909234,38,bags,accessories
163913292,38,bags,accessories
208117651,36,bags,accessories
115463815,38,bags,accessories
208383091,36,bags,accessories
190347841,37,bags,accessories
84411743,11,tops,tops
208678029,37,bags,accessories
173138203,39,bags,accessories
165887511,37,bags,accessories
197410971,43,shoes,shoes
205339672,37,bags,accessories
168556497,37,bags,accessories
201339572,38,bags,accessories
210825083,318,bags,accessories
207070960,38,bags,accessories
191885713,37,bags,accessories
133227974,37,bags,accessories
201835475,38,bags,accessories
210490118,39,bags,accessories
9265665,266,shoes,shoes
61237867,318,bags,accessories
171812011,318,bags,accessories
134251267,318,bags,accessories
208107511,37,bags,accessories
155076229,38,bags,accessories
203136323,259,bags,accessories
211413851,318,bags,accessories
198314456,318,bags,accessories
99193269,37,bags,accessories
155315221,318,bags,accessories
165576542,318,bags,accessories
164920594,37,bags,accessories
125866273,37,bags,accessories
209992073,37,bags,accessories
178371486,43,shoes,shoes
79747285,36,bags,accessories
159251264,49,shoes,shoes
179202322,62,jewellery,accessories
100938775,318,bags,accessories
181104189,36,bags,accessories
178324925,37,bags,accessories
86338094,36,bags,accessories
186909520,37,bags,accessories
207957464,38,bags,accessories
172210278,42,shoes,shoes
165313702,37,bags,accessories
135851310,38,bags,accessories
149196922,318,bags,accessories
211597397,37,bags,accessories
119700825,262,shoes,shoes
181243124,261,shoes,shoes
51828007,38,bags,accessories
197455060,37,bags,accessories
201028853,261,shoes,shoes
186709425,259,bags,accessories
99984306,38,bags,accessories
127232485,19,tops,tops
137695545,38,bags,accessories
182861786,259,bags,accessories
180274261,36,bags,accessories
213279889,318,bags,accessories
143865449,38,bags,accessories
165989076,37,bags,accessories
163124390,49,shoes,shoes
203582586,41,shoes,shoes
206174542,46,shoes,shoes
102079123,318,bags,accessories
93503449,318,bags,accessories
195459327,37,bags,accessories
210633968,49,shoes,shoes
160671725,259,bags,accessories
197306439,318,bags,accessories
193550447,258,bags,accessories
209173167,318,bags,accessories
176733878,49,shoes,shoes
192479428,17,tops,tops
121568239,46,shoes,shoes
206778190,38,bags,accessories
194653552,261,shoes,shoes
60834836,37,bags,accessories
146556825,36,bags,accessories
136732513,37,bags,accessories
212028424,35,bags,accessories
196289342,37,bags,accessories
212757341,258,bags,accessories
